"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2016","2016",42003,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2017","2017",42938,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2018","2018",43969,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2019","2019",44061,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2020","2020",44719,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2010","2010",103978,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2011","2011",105009,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2012","2012",106066,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2013","2013",107140,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2014","2014",107988,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2015","2015",107540,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2016","2016",108688,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2017","2017",109814,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2018","2018",110750,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2019","2019",111598,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2020","2020",110483,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2010","2010",30273,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2011","2011",30849,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2012","2012",31858,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2013","2013",33242,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2014","2014",34348,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2015","2015",35325,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2016","2016",36175,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2017","2017",36900,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2018","2018",37525,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2019","2019",37882,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2020","2020",38502,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2021","2021",39222,,
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2010","2010",58508,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2011","2011",60674,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2012","2012",62103,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2013","2013",64620,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2014","2014",66445,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2015","2015",68785,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2016","2016",70866,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2017","2017",71005,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2018","2018",72521,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2019","2019",74245,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2020","2020",76663,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2021","2021",77173,"D","Difference in methodology"
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2010","2010",123447,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2011","2011",126029,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2012","2012",129772,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2013","2013",133775,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2014","2014",135616,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2015","2015",141259,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2010","2010",114772,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2011","2011",124982,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2012","2012",134906,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2013","2013",139544,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2014","2014",142432,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2015","2015",152803,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2010","2010",155310,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2011","2011",158439,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2012","2012",160378,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2013","2013",169015,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2014","2014",172721,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2015","2015",166324,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2016","2016",168801,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2017","2017",171527,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2018","2018",174845,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2019","2019",191326,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2020","2020",199415,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2021","2021",207596,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2010","2010",629029,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2011","2011",631625,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2012","2012",634672,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2013","2013",638189,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2014","2014",644473,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2015","2015",650743,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2016","2016",650638,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2017","2017",647678,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2018","2018",652651,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2019","2019",660213,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2020","2020",678040,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2021","2021",692800,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2010","2010",729147,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2011","2011",791602,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2012","2012",834557,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2013","2013",859470,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2014","2014",851970,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2015","2015",856446,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2016","2016",862965,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2012","2012",2779650,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2015","2015",2928810,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2020","2020",3246860,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2014","2014",36013,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2015","2015",38580,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2016","2016",41722,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2017","2017",45088,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2018","2018",48531,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2019","2019",51754,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2020","2020",54196,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2021","2021",57952,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2022","2022",62144,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2014","2014",34674,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2015","2015",37129,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2016","2016",44406,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2017","2017",50062,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2018","2018",55508,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2019","2019",55901,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2020","2020",67520,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2021","2021",73684,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2022","2022",80173,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2010","2010",5764,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2011","2011",5884,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2012","2012",6018,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2013","2013",6159,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2014","2014",6293,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2015","2015",6420,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2016","2016",6535,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2017","2017",6664,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2018","2018",6786,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2019","2019",6882,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2020","2020",6972,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2021","2021",7065,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2022","2022",7161,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2010","2010",11268,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2011","2011",11543,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2012","2012",11856,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2013","2013",12208,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2014","2014",12521,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2015","2015",12846,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2016","2016",13171,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2017","2017",13506,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2018","2018",13790,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2019","2019",14083,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2020","2020",14436,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2021","2021",14782,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2022","2022",15101,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2010","2010",25791,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2011","2011",26297,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2012","2012",26650,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2013","2013",26908,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2014","2014",27185,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2015","2015",27632,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2016","2016",28093,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2017","2017",28683,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2018","2018",29592,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2019","2019",30484,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2020","2020",31389,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2021","2021",32522,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2022","2022",33553,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2010","2010",47816,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2011","2011",48119,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2012","2012",48531,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2013","2013",48858,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2014","2014",49747,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2015","2015",50502,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2016","2016",51527,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2017","2017",52981,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2018","2018",54420,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2019","2019",56317,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2020","2020",58828,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2021","2021",61326,,
"ISR","Israel","TNBN","Total number of nurses","TOT","Total","2022","2022",63588,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2010","2010",4979,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2011","2011",5121,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2012","2012",5228,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2013","2013",5416,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2014","2014",5712,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2015","2015",5830,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2016","2016",6012,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2017","2017",6311,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2018","2018",6409,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2019","2019",6514,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2020","2020",6645,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2021","2021",6838,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2022","2022",7098,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2010","2010",4333,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2011","2011",4490,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2012","2012",4551,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2013","2013",4797,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2014","2014",5022,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2015","2015",5346,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2017","2017",6731,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2018","2018",7231,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2019","2019",8144,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2020","2020",9199,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2021","2021",9416,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2010","2010",373616,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2011","2011",377376,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2012","2012",380785,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2013","2013",383886,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2014","2014",387405,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2015","2015",390702,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2016","2016",394906,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2017","2017",396007,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2018","2018",402811,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2019","2019",408442,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2020","2020",422333,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2021","2021",429552,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2022","2022",434631,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2010","2010",64032,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2011","2011",64145,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2012","2012",63838,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2013","2013",63736,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2014","2014",63906,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2015","2015",63866,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2016","2016",65972,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2017","2017",65240,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2018","2018",65513,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2019","2019",66058,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2020","2020",66187,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2021","2021",66504,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2010","2010",16514,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2011","2011",16906,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2012","2012",17074,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2013","2013",17395,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2014","2014",17595,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2015","2015",17770,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2014","2014",14281,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2015","2015",14270,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2016","2016",14320,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2017","2017",14578,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2018","2018",14836,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2019","2019",13908,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2020","2020",13819,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2021","2021",13795,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2022","2022",14101,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2014","2014",28384,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2015","2015",28599,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2016","2016",27744,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2017","2017",26911,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2018","2018",26078,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2019","2019",26065,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2020","2020",26314,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2021","2021",25736,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2022","2022",24899,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2010","2010",8350,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2011","2011",7930,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2012","2012",8077,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2013","2013",8317,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2014","2014",8275,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2015","2015",8287,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2016","2016",8076,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2017","2017",8022,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2018","2018",7848,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2019","2019",7686,,
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2020","2020",6422,"B","Break"
"LVA","Latvia","TNBD","Total number of doctors","TOT","Total","2021","2021",6406,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2010","2010",9472,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2011","2011",9032,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2012","2012",9136,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2013","2013",9199,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2014","2014",9213,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2015","2015",8777,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2016","2016",8702,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2017","2017",8460,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2018","2018",8474,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2019","2019",8407,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2020","2020",7968,,
"LVA","Latvia","TNBN","Total number of nurses","TOT","Total","2021","2021",7908,,
"PRT","Portugal","TNBD","Total number of doctors","TOT","Total","2017","2017",51937,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2011","2011",79382,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2012","2012",82917,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2013","2013",86925,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2014","2014",91259,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2015","2015",94949,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2016","2016",99027,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2017","2017",104125,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2018","2018",109934,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2019","2019",115638,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2020","2020",121183,,
"COL","Colombia","TNBD","Total number of doctors","TOT","Total","2021","2021",126279,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2011","2011",43086,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2012","2012",46460,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2013","2013",49685,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2014","2014",53028,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2015","2015",56417,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2016","2016",60998,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2017","2017",65566,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2018","2018",70086,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2019","2019",74501,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2020","2020",78103,,
"COL","Colombia","TNBN","Total number of nurses","TOT","Total","2021","2021",82218,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2019","2019",99131,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2020","2020",102648,,
"AUT","Austria","TNBN","Total number of nurses","TOT","Total","2021","2021",105937,,
